Combination,SVM Accuracy,SVM AUC,KNN Accuracy,KNN AUC,Random Forest Accuracy,Random Forest AUC,Logistic Regression Accuracy,Logistic Regression AUC,XGB Accuracy,XGB AUC
Acute_AEI_Delta_PSD,0.538461538461538,0.35,0.615384615384615,0.4875,0.615384615384615,0.4875,0.538461538461538,0.375,0.615384615384615,0.5
Acute_AEI_Delta_PSDPCA,0.769230769230769,0.875,0.615384615384615,0.725,0.692307692307692,0.7125,0.769230769230769,0.825,0.615384615384615,0.6125
Acute_AEI_Theta_PSD,0.538461538461538,0.875,0.615384615384615,0.6,0.615384615384615,0.6,0.692307692307692,0.825,0.615384615384615,0.7
Acute_AEI_Theta_PSDPCA,0.615384615384615,0.75,0.692307692307692,0.6125,0.538461538461538,0.6125,0.615384615384615,0.75,0.615384615384615,0.7
Acute_AEI_Alpha_PSD,0.615384615384615,0.625,0.615384615384615,0.475,0.615384615384615,0.5625,0.615384615384615,0.375,0.615384615384615,0.6125
Acute_AEI_Alpha_PSDPCA,0.615384615384615,0.75,0.615384615384615,0.8125,0.692307692307692,0.8625,0.615384615384615,0.7,0.692307692307692,0.725
Acute_AEI_Beta_PSD,0.615384615384615,0.5,0.692307692307692,0.6,0.615384615384615,0.5125,0.615384615384615,0.375,0.615384615384615,0.65
Acute_AEI_Beta_PSDPCA,0.769230769230769,0.675,0.615384615384615,0.65,0.692307692307692,0.625,0.769230769230769,0.75,0.615384615384615,0.4875
Acute_AEI_HighBeta_PSD,0.538461538461538,0.575,0.615384615384615,0.4625,0.461538461538462,0.3625,0.538461538461538,0.5,0.615384615384615,0.575
Acute_AEI_HighBeta_PSDPCA,0.769230769230769,0.775,0.615384615384615,0.7125,0.692307692307692,0.625,0.692307692307692,0.8,0.615384615384615,0.7125
Acute_AEI_Gamma_PSD,0.538461538461538,0.45,0.615384615384615,0.8125,0.692307692307692,0.425,0.538461538461538,0.45,0.615384615384615,0.575
