Combination,SVM Accuracy,SVM AUC,KNN Accuracy,KNN AUC,Random Forest Accuracy,Random Forest AUC,Logistic Regression Accuracy,Logistic Regression AUC,XGB Accuracy,XGB AUC
Mood_AEI_Theta_FC,0.777777777777778,0.727777777777778,0.805555555555556,0.413888888888889,0.777777777777778,0.497222222222222,0.722222222222222,0.722222222222222,0.805555555555556,0.561111111111111
Mood_AEI_Theta_FCPCA,0.944444444444444,0.838888888888889,0.861111111111111,0.811111111111111,0.861111111111111,0.883333333333333,0.833333333333333,0.838888888888889,0.861111111111111,0.894444444444445
Mood_AEI_Alpha_FC,0.611111111111111,0.461111111111111,0.75,0.447222222222222,0.833333333333333,0.255555555555556,0.638888888888889,0.377777777777778,0.833333333333333,0.577777777777778
Mood_AEI_Alpha_FCPCA,0.916666666666667,0.95,0.805555555555556,0.472222222222222,0.972222222222222,0.994444444444445,0.916666666666667,0.95,0.861111111111111,0.95
Mood_AEI_Beta_FC,0.5,0.488888888888889,0.666666666666667,0.311111111111111,0.75,0.213888888888889,0.638888888888889,0.494444444444444,0.833333333333333,0.513888888888889
Mood_AEI_Beta_FCPCA,0.888888888888889,0.927777777777778,0.833333333333333,0.763888888888889,0.861111111111111,0.9,0.888888888888889,0.905555555555556,0.805555555555556,0.708333333333333
Mood_AEI_HighBeta_FC,0.75,0.333333333333333,0.694444444444444,0.586111111111111,0.75,0.472222222222222,0.694444444444444,0.655555555555556,0.833333333333333,0.325
Mood_AEI_HighBeta_FCPCA,0.861111111111111,0.916666666666667,0.833333333333333,0.875,0.833333333333333,0.852777777777778,0.861111111111111,0.95,0.888888888888889,0.888888888888889
Mood_AEI_Gamma_FC,0.527777777777778,0.333333333333333,0.694444444444444,0.508333333333333,0.805555555555556,0.683333333333333,0.666666666666667,0.511111111111111,0.75,0.494444444444444
Mood_AEI_Gamma_FCPCA,0.833333333333333,0.905555555555556,0.805555555555556,0.638888888888889,0.888888888888889,0.716666666666667,0.861111111111111,0.927777777777778,0.888888888888889,0.833333333333333
