0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171
52.350611,46.838933,39.843616,31.180031,30.192216,29.896988,10.99992,19.54236,13.715508,11.78377,15.542782,5.645033,2.77891,4.787806,2.284214,2.900267,1.992925,2.422634,49.317219,56.557098,60.566051,67.930827,66.071443,7.237051,33.746968,26.347035,26.57323,31.342156,8.613619,5.964067,9.012308,5.266136,5.366458,2.665206,5.224602,63.449561,39.711532,27.901694,27.819187,16.184797,43.505447,19.176036,13.903172,13.09854,20.505765,11.652403,10.209297,5.793029,6.208613,9.823922,6.243659,65.026575,47.054287,45.083028,8.667269,65.672324,49.07842,31.149829,19.713376,18.941342,17.825559,24.265254,10.87327,10.724309,10.67847,10.639175,53.915907,51.838695,5.965845,47.960397,49.751859,37.345204,23.441002,12.578644,10.718859,22.754062,14.452707,13.874085,6.623962,13.693937,98.295518,3.549461,32.019575,42.995866,56.539638,55.168328,8.042007,5.860743,17.755654,17.063054,17.724091,2.974552,16.788187,3.946364,29.777813,41.479276,55.439592,55.684058,7.602263,5.595279,17.241781,17.773915,18.435789,2.687741,17.493725,5.268242,3.638929,3.94286,3.927715,24.880972,5.916364,6.651914,3.792114,3.653899,10.852538,3.906465,67.581403,40.321782,20.66567,37.764159,38.769308,59.142908,27.610961,26.87352,30.418612,27.032904,61.701381,30.032116,19.279843,25.733689,62.210858,37.632395,35.980437,15.484909,36.110705,52.236632,12.269796,15.634821,50.027134,54.632494,53.514738,11.431032,53.660766,7.065312,6.238569,24.581781,36.218191,38.599516,6.012794,37.415475,42.131275,45.989129,23.333824,22.545836,77.434869,24.254507,49.981322,23.5475,22.732968,46.90334,24.177718,63.464969,60.785194,54.355475,62.863359,96.774827,30.64247,98.161416,30.103576,97.352092,31.61406,1
96.379434,94.619205,95.186314,93.548361,89.958862,89.486001,80.817326,84.490331,85.408533,85.458723,81.404485,49.360287,81.127497,81.533039,78.902316,77.903443,75.251736,79.778317,91.587845,92.957902,93.705551,93.687855,93.69017,79.769069,83.960401,86.982058,88.172799,84.296482,48.773927,81.83689,82.269435,81.140363,80.341107,75.242438,81.748151,96.763376,93.382695,86.473912,85.498368,87.096466,90.332688,87.447786,84.547041,78.828966,56.38285,86.037182,86.227756,81.693258,80.134936,77.589425,82.078101,96.987836,89.971214,87.390614,83.504222,89.758089,89.867736,87.130344,80.843394,52.62892,84.274553,84.685041,80.819768,79.190824,75.683017,80.671646,93.88076,89.788583,81.00475,89.84852,93.722641,90.572093,82.740561,51.703921,85.44506,85.869441,81.941383,80.019247,75.370495,81.363543,94.542399,76.313509,82.953893,90.779703,93.10805,86.880343,48.007959,82.625887,83.140951,82.190786,80.37087,74.24485,81.498645,75.622478,80.426078,87.426375,93.402473,90.53694,47.398376,82.662904,83.195375,84.299934,83.678989,76.302316,84.459793,84.765732,79.947648,75.012134,70.008005,67.71935,85.564618,85.4007,76.263733,73.962116,73.267136,76.135269,90.0633,83.715231,76.524193,63.143577,90.917838,90.916556,82.998391,78.875756,78.701216,82.363432,93.141472,83.17283,55.755531,90.702847,91.14476,87.015272,83.292073,78.414852,84.407747,91.275388,49.50973,87.2015,87.770704,90.400748,87.630904,78.718331,87.894129,44.888168,79.835637,80.334321,85.048022,83.942374,73.840598,83.910312,70.621145,69.694131,52.462421,48.262543,57.448173,51.059244,99.814573,90.635356,85.444597,88.753753,90.296766,91.104357,85.677061,88.763916,90.520212,94.218564,85.530729,96.99584,81.415802,95.386338,88.653172,1
90.518102,62.788691,65.114409,64.953782,50.85011,45.345034,38.177239,31.366761,21.920006,19.186312,28.204679,17.812511,16.288789,16.706721,16.120566,13.176511,14.529949,13.415007,53.68072,64.696011,64.867717,60.598745,56.152627,32.652469,28.993805,23.210045,21.48796,34.412764,16.869453,15.663616,17.436723,17.031377,13.577121,14.575215,14.054444,73.800637,72.326808,45.648231,38.740756,71.449886,61.696372,40.430225,25.502073,33.472009,37.924698,37.036424,36.881493,25.831336,14.162828,26.389251,16.257725,99.165825,72.230053,51.457104,55.381545,69.342684,61.155423,39.249804,42.920852,29.508576,40.397926,42.694775,32.848315,19.048154,26.373667,15.862157,72.69694,51.379612,53.85804,67.916741,61.00989,39.228338,42.365099,28.33396,38.762287,41.734746,31.866383,18.767074,25.498689,15.097771,70.188068,33.244491,47.427882,57.821955,54.17337,60.06444,18.646863,30.237365,38.707338,37.109044,26.248357,21.713201,19.213217,29.838529,32.427742,37.57744,43.324115,72.278658,18.933029,23.401397,33.50432,36.008413,27.976249,22.414872,22.18416,64.649094,36.58323,23.759672,31.798444,69.928463,54.819635,44.198989,27.300502,14.722488,44.957443,16.758504,66.763475,43.266156,36.81304,41.526017,57.788569,60.50801,41.311157,20.193997,34.401713,15.678213,53.270446,43.401095,20.06597,43.956314,57.976604,40.939905,21.404989,21.04567,13.85366,58.026022,14.905403,28.069153,52.535845,43.817954,26.976571,22.709028,18.77365,20.86004,29.826166,46.34907,51.507413,38.580227,28.772301,30.200937,50.748245,36.776486,21.368997,9.800839,56.353118,13.819344,58.358755,35.784266,14.622924,50.096238,18.590575,49.285031,23.564508,45.825768,24.679314,30.220416,31.273286,33.456138,17.919454,23.784628,22.933867,1
48.808904,0.548541,39.858769,46.743621,21.283004,3.233601,0.805395,25.203911,40.893294,25.657594,5.493961,8.022267,22.882583,30.731315,24.315856,15.682524,11.651567,14.948463,0.588777,20.827148,43.699555,41.250266,5.113264,1.063728,18.818911,39.181768,36.195346,6.664263,6.651335,19.645476,32.132511,30.076195,20.878944,9.525901,17.024904,24.135539,1.984762,1.353234,1.681626,17.240683,8.90025,2.891584,0.33194,0.659482,0.421676,0.116918,0.63185,0.393479,0.103866,0.087811,0.400659,43.121766,9.515984,1.668275,1.670583,43.645054,46.107533,18.160738,3.290094,7.38169,23.884289,30.53296,25.74572,12.24577,13.27836,15.720681,39.193087,0.387048,0.553243,38.137888,59.591256,42.718897,2.117621,8.828173,30.310898,44.196929,37.552479,21.434725,14.940479,22.114493,13.333207,1.539921,13.856175,44.234164,63.96024,1.261505,8.631455,19.97626,32.538011,32.180329,14.776653,8.43029,12.641388,0.943923,0.094579,0.209518,5.289864,35.295748,1.387829,0.537247,0.052756,0.095414,1.162992,1.222832,0.066319,3.357257,0.518083,1.158283,0.276362,9.848845,3.61405,1.451185,0.655268,0.48191,2.171212,0.375569,64.301451,24.933303,2.111458,13.058398,52.504894,50.23518,34.428064,18.431819,20.643174,22.167658,62.449502,2.120034,14.87984,51.735699,70.825974,60.194047,26.395793,23.483171,27.367665,2.661662,11.698277,29.379725,49.47177,55.757574,24.423829,12.707409,20.832253,1.63402,3.817608,4.313176,4.520837,15.017605,5.014148,6.016624,46.129572,33.936646,17.083761,14.311351,47.926889,25.511419,69.848326,48.413609,33.419869,62.29765,45.836437,72.897269,49.204086,48.285951,54.841032,57.24641,34.383861,52.153896,32.692632,61.129506,52.662651,1
82.048862,48.439231,78.357304,79.193675,65.637708,39.208953,34.803315,46.492112,52.616411,36.662792,19.668617,9.219228,24.580377,29.058596,24.036778,18.492271,12.09574,5.883314,35.082464,63.957256,73.877855,75.044741,49.74342,30.199747,36.618216,50.312258,39.663314,24.062885,7.991593,20.165734,27.822069,25.161922,20.319693,10.041132,6.037315,35.8634,34.045779,27.454443,20.777579,31.027002,29.767633,25.398894,15.683304,8.975096,14.743582,12.867609,15.740798,11.875639,8.691795,10.027477,2.868272,91.120959,69.216142,35.792022,31.711685,63.470905,72.098218,47.301607,19.184871,6.882071,37.655171,41.589808,32.84437,25.409998,18.045186,9.684693,84.815385,43.243369,31.347677,54.161718,76.997359,51.703818,20.164152,7.328765,32.937394,40.915913,34.139685,27.166089,16.14573,10.316508,49.860843,26.698842,42.244042,68.0408,56.419899,22.756667,6.476302,28.794939,37.676978,33.657242,27.699162,14.79004,9.423676,28.204264,23.086381,37.726624,36.261847,27.905405,2.243382,17.953465,26.911121,24.799299,22.98006,11.229456,7.701448,20.409764,29.012276,17.904219,13.666604,20.546276,16.102504,22.175801,15.292248,10.425961,13.521315,3.950451,61.264164,49.616026,13.545003,7.798297,69.129945,58.386305,42.200661,30.413494,34.541004,12.412262,68.744009,22.721119,7.575649,51.377931,66.882394,53.362962,37.77426,31.443661,19.023568,22.798593,3.798293,51.823238,70.20373,72.271008,56.375146,37.702693,27.845062,4.212709,9.435627,21.289319,22.292292,23.639195,11.117925,14.683251,1.182126,6.606899,5.405299,1.933379,6.495205,2.608633,75.124853,54.904134,35.714291,61.296167,22.949184,77.8518,52.236878,60.658091,41.369194,66.277231,49.270422,53.614805,34.594259,49.468593,36.984381,1
97.131574,77.757044,86.203253,86.957216,89.679115,78.523658,71.895328,77.501488,76.203448,77.12938,77.769071,66.704093,69.893931,70.331898,67.855895,67.251396,46.535159,51.542802,74.035538,85.25511,87.383778,91.956748,83.601073,70.485467,76.490823,76.798149,79.215014,80.82049,66.260405,69.837065,71.124385,69.316,69.115474,46.694246,52.416598,84.900192,80.146384,77.217977,63.704872,79.60995,85.115978,74.960824,72.295515,69.82131,72.619245,74.260385,70.877444,66.615801,64.145354,50.029224,52.59905,97.749531,94.554555,76.307049,78.651154,92.997371,93.077038,88.39719,82.721569,77.744899,83.693633,83.411439,78.145073,74.223849,55.671517,60.115013,97.269705,79.599841,75.792651,89.389875,92.439782,89.424638,84.26877,74.971294,81.120013,82.267724,77.878491,74.485987,53.835698,59.221872,85.946332,74.914138,86.283139,89.922804,90.434076,87.604236,73.804375,79.51241,81.602454,78.535727,76.244258,53.243353,59.44375,65.396736,70.916695,73.37735,79.498856,81.758527,63.2771,67.348576,70.341757,69.987523,70.60459,45.662731,52.460901,84.83126,75.244049,75.255133,74.556262,80.796885,80.656365,76.455841,72.569292,70.900251,59.19231,59.552529,91.601244,87.764092,81.656676,88.635303,93.481601,89.632546,83.033555,77.458931,66.809489,67.835867,92.991394,84.350835,79.384658,87.978014,89.933619,84.270672,77.908147,59.927737,65.732188,94.54765,80.063873,88.038064,93.650509,92.821451,88.253231,62.856289,73.248758,76.590057,82.246267,87.762449,89.878581,90.990884,59.418263,71.338361,94.606911,88.370322,83.134521,78.144677,86.992659,76.437166,95.985937,90.303064,83.407825,80.816357,80.389767,96.604798,89.633384,75.852329,84.604049,94.776557,73.152876,89.085818,67.391364,87.508961,79.369804,1
74.410989,57.718442,68.997937,65.506725,53.433502,45.098289,43.970391,43.899491,45.826996,37.998394,23.72581,17.246065,22.801185,26.368388,17.793872,11.603318,5.75828,8.316681,44.953643,57.983532,69.545432,71.935416,59.587107,37.062297,37.387157,47.637292,48.011824,30.191265,14.33624,20.386745,27.801138,20.79968,13.875277,5.036881,9.207805,67.482481,45.392988,37.056617,33.199856,64.809364,59.569798,39.225329,31.635735,19.08703,26.340529,32.267064,29.274987,16.929845,10.279384,8.436525,8.599538,70.026397,54.752586,38.644245,51.383726,66.782196,58.738686,42.883759,22.120117,22.100613,32.528281,34.500569,20.186368,11.459936,8.174507,9.61352,71.524921,48.923241,39.226193,50.928099,64.087675,53.274223,26.454623,18.346316,28.165503,36.339954,24.409615,14.700383,7.891169,11.328898,66.614424,32.325244,42.307536,58.500138,66.756321,34.477214,14.885019,24.323087,35.785973,27.678247,17.964769,6.442294,12.205486,32.211427,33.383617,45.284917,63.269109,48.197348,14.065093,22.859607,36.042031,32.2663,25.620201,5.64282,15.66983,73.211124,44.759194,37.458453,21.48557,61.939186,62.970307,49.127347,27.911468,15.346153,29.569542,17.703085,65.898461,50.015497,23.753538,50.562251,69.159271,61.810467,34.986301,19.443209,26.600262,21.383667,69.552834,32.3381,29.414407,48.453871,63.380279,43.521008,27.609511,16.838118,25.361148,50.075814,25.571275,43.926018,69.456219,62.200761,47.559742,16.181984,38.111608,11.374635,20.139877,34.938448,37.155655,36.98594,5.450561,23.878331,79.25244,53.325691,29.265517,14.089207,74.378943,23.840399,77.443778,48.553807,27.839246,65.740297,39.962676,74.908249,53.2578,46.03441,62.656199,71.127379,27.90282,73.496719,12.976847,72.092439,30.360094,1
34.752516,58.453751,59.652571,59.070496,46.407475,28.257667,28.364047,30.336898,35.275612,23.607497,14.532078,9.706221,12.845893,13.692955,9.46785,3.592091,3.891009,2.111733,20.445042,29.853282,46.213711,57.37245,47.25211,13.602467,17.811596,25.954224,24.320385,17.011159,5.652743,8.37231,10.231948,8.533225,4.189021,2.346068,1.624461,47.389659,38.241645,28.272265,18.792178,47.112594,33.875246,29.877225,17.975778,10.806198,19.33254,18.920701,15.621534,9.272656,3.245472,7.661745,2.621998,70.34713,46.994915,24.242142,32.861462,54.120529,50.406614,28.559647,13.292719,14.648738,20.734943,20.276766,13.149872,4.454818,6.331662,3.360271,78.247085,37.298466,26.476797,47.634861,69.008855,46.81833,19.809354,11.835399,20.870733,25.841481,19.430621,6.711669,6.236784,4.606044,61.365768,19.536805,32.02754,52.935429,56.140115,31.338293,8.784633,15.684939,21.589838,20.90385,9.631831,5.058275,5.042298,14.119878,17.693928,27.646888,39.452322,40.995321,6.646384,10.127361,14.561346,17.796165,12.973556,3.834853,5.537293,46.645924,30.702377,17.41425,10.275998,53.399974,39.268986,24.682481,13.315632,4.928234,21.419088,6.360547,69.03147,34.941045,12.866678,39.84883,63.156261,49.498472,26.93414,8.453058,22.365653,10.235746,63.322649,21.503668,22.861942,47.449876,61.030655,43.887035,14.542566,16.532826,13.401834,43.625315,12.319267,28.043945,49.051707,62.618735,29.533327,11.795214,18.807836,6.445416,10.91318,19.424993,31.958494,28.025117,6.057788,14.298445,66.245572,33.739806,15.727841,5.514411,63.220649,12.555249,72.630075,37.960395,13.402758,60.578783,25.029317,70.504347,29.318576,41.60815,41.397402,60.075616,24.413935,55.282321,12.896028,64.463649,33.629874,1
49.715708,69.263161,58.306552,42.971305,42.481135,37.982311,20.534584,31.352698,24.955808,24.902401,22.974571,6.099502,10.293745,12.836371,11.052159,12.958164,7.010309,9.465966,49.307688,49.160624,48.468707,64.948414,66.954156,16.321544,30.45553,30.12154,37.102419,37.551717,5.21092,11.182777,16.085292,15.691078,18.747698,8.251655,12.826007,71.361081,48.750637,47.222193,40.084475,35.607846,47.954377,34.39706,32.120971,27.728345,11.2256,16.934612,19.357869,18.178823,18.230577,12.203415,15.633807,70.988237,63.746134,45.028878,30.062629,64.132176,56.175763,50.509874,36.37599,13.589002,25.21698,28.680495,26.753057,24.128339,15.23567,20.611245,71.481329,47.779449,22.22522,55.086347,62.880054,60.442549,40.487031,12.257717,24.259584,31.496008,30.7733,26.685045,16.09653,23.359545,68.567888,21.124665,49.365803,58.15222,68.94417,50.815969,11.236157,22.019368,31.166921,32.438989,30.880806,14.844748,23.641573,16.954281,33.939738,36.913246,47.954652,51.326972,7.935907,14.970355,22.386307,23.946981,27.575703,11.76452,19.999332,24.470562,20.627541,20.369542,15.009915,15.855513,13.745228,16.313905,16.006757,12.966028,11.805187,15.075898,65.359618,53.551151,35.760686,20.166122,42.603252,44.368377,36.902352,29.424912,26.016079,29.453374,72.971163,42.955174,18.350037,37.094496,48.986936,45.209665,33.815789,24.576328,33.191525,50.259557,15.788171,32.471527,46.764166,53.375346,44.185881,22.695514,36.722586,11.729004,21.972189,34.451706,39.183847,46.672441,19.006476,35.379624,20.341756,18.872337,16.440028,10.935448,25.189108,17.515436,36.738789,29.389433,21.464346,30.966127,28.447459,42.569612,33.061389,29.706578,38.891323,42.946631,27.087491,44.80794,20.70816,43.948856,34.043352,1
69.9682,91.502054,88.159277,80.80034,72.398733,73.13413,76.153284,74.750815,62.99192,64.351319,56.886646,45.91204,56.351615,52.048231,44.427124,42.254305,34.420716,26.403857,60.264674,61.744504,63.492406,61.417038,76.713004,51.721051,52.731941,46.758265,53.928147,50.697267,32.151064,40.285004,39.208501,35.675532,32.226685,24.589712,19.772611,91.874562,80.803411,69.757199,67.959385,86.698773,83.255308,67.854987,66.476228,58.107285,54.491061,64.886339,58.38722,48.512712,45.335094,40.624641,29.554223,91.029602,78.540518,72.402893,83.042836,88.466495,75.87089,74.273552,62.620001,52.093032,66.822439,62.650878,52.074334,48.384439,39.94417,30.579344,86.317589,77.775003,75.97134,85.135078,80.359208,81.498574,67.112257,48.024993,65.256983,64.389128,55.200268,51.608804,37.857678,31.426046,82.134631,65.322218,72.727063,71.238334,78.382065,66.610579,40.993238,56.516572,56.795803,50.979959,49.317419,32.679717,28.284631,64.195469,66.55412,63.277959,73.816928,72.212512,40.630897,53.580506,53.870626,50.797427,51.591472,32.13461,27.871926,89.228041,71.991184,69.013119,60.351566,70.251908,80.813131,70.489128,56.595049,51.799259,54.146527,36.251731,84.404873,79.456339,64.59456,64.398335,85.740682,79.662276,63.919203,56.892718,52.322433,39.610457,81.758174,65.294572,47.082146,72.560879,74.663078,63.252612,58.694908,41.20093,36.818854,75.312581,47.731234,69.267982,75.241259,72.626357,68.640471,40.972295,41.394399,41.751263,58.032699,63.145972,66.441913,69.977749,35.172986,37.835166,73.806556,58.639232,44.62874,37.240576,57.574499,32.668703,90.161703,69.782367,59.766576,70.408984,51.110435,84.056687,70.618544,60.290617,60.842862,84.899727,46.288448,67.53743,40.193985,60.545826,46.663473,1
